Year,Country,Attribute,Sector (NACE rev. 2),Unit,Value
2014,Germany,Value added at factor cost,Bioeconomy,Million euros,99364.15801
2014,Germany,Value added at factor cost,Bioethanol,Million euros,86.82093263
2014,Germany,Value added at factor cost,Fishing and Aquaculture,Million euros,228
2014,Germany,Value added at factor cost,Food,Million euros,31349.2
2014,Germany,Value added at factor cost,"Food, beverage and tobacco",Million euros,38022.1
2014,Germany,Value added at factor cost,Forestry,Million euros,3470
2014,Germany,Value added at factor cost,Leather,Million euros,408.002651
2014,Germany,Value added at factor cost,Liquid biofuels,Million euros,402.9350272
2014,Germany,Value added at factor cost,Paper,Million euros,10069.71861
2014,Germany,Value added at factor cost,Rubber and bio-based plastics,Million euros,703.1062688
2014,Germany,Value added at factor cost,Tobacco,Million euros,1546.1
2014,Germany,Value added at factor cost,Wood products,Million euros,6080.675213
2014,Germany,Value added at factor cost,Wood products and furniture,Million euros,8754.60999
2014,Germany,Value added at factor cost,Wooden furniture,Million euros,2673.934778
2014,Greece,Apparent labour productivity,Agriculture,1000 EUR per person,11.2718905
2014,Greece,Apparent labour productivity,Beverage,1000 EUR per person,45.29363618
2014,Greece,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,56.57988932
2014,Greece,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,62.35899995
2014,Greece,Apparent labour productivity,Bio-based electricity,1000 EUR per person,110.9249919
2014,Greece,Apparent labour productivity,Bio-based pharmaceuticals,1000 EUR per person,64.07574153
2014,Greece,Apparent labour productivity,Bio-based textile,1000 EUR per person,20.85235921
2014,Greece,Apparent labour productivity,Bio-based textiles,1000 EUR per person,15.64565679
2014,Greece,Apparent labour productivity,Bio-based wearing apparel,1000 EUR per person,13.55161437
2014,Greece,Apparent labour productivity,Biodiesel,1000 EUR per person,54.47570332
2014,Greece,Apparent labour productivity,Bioeconomy,1000 EUR per person,15.48903538
2014,Greece,Apparent labour productivity,Bioethanol,1000 EUR per person,43.91143911
2014,Greece,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,29.38197026
2014,Greece,Apparent labour productivity,Food,1000 EUR per person,25.90449334
2014,Greece,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,29.04244279
2014,Greece,Apparent labour productivity,Forestry,1000 EUR per person,9.136163982
2014,Greece,Apparent labour productivity,Leather,1000 EUR per person,14.60101868
2014,Greece,Apparent labour productivity,Liquid biofuels,1000 EUR per person,51.90020303
2014,Greece,Apparent labour productivity,Paper,1000 EUR per person,37.36406007
2014,Greece,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,39.2922871
2014,Greece,Apparent labour productivity,Tobacco,1000 EUR per person,118.6910704
2014,Greece,Apparent labour productivity,Wood products,1000 EUR per person,5.743841024
2014,Greece,Apparent labour productivity,Wood products and furniture,1000 EUR per person,6.967147453
2014,Greece,Apparent labour productivity,Wooden furniture,1000 EUR per person,8.80891174
2014,Greece,Location Quotient,Agriculture,Ratio,2.643634755
2014,Greece,Location Quotient,Beverage,Ratio,1.374363524
2014,Greece,Location Quotient,Bio-based chemicals (excluding biofuels),Ratio,0.6018556
2014,Greece,Location Quotient,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Ratio,0.667862342
2014,Greece,Location Quotient,Bio-based electricity,Ratio,0.227182733
2014,Greece,Location Quotient,Bio-based pharmaceuticals,Ratio,0.803480138
2014,Greece,Location Quotient,Bio-based textile,Ratio,0.863469478
2014,Greece,Location Quotient,Bio-based textiles,Ratio,0.838465426
2014,Greece,Location Quotient,Bio-based wearing apparel,Ratio,1.128923672
2014,Greece,Location Quotient,Biodiesel,Ratio,1.891774674
2014,Greece,Location Quotient,Bioeconomy,Ratio,2.008980824
2014,Greece,Location Quotient,Bioethanol,Ratio,1.050864514
2014,Greece,Location Quotient,Fishing and Aquaculture,Ratio,6.795532955
2014,Greece,Location Quotient,Food,Ratio,1.452325253
2014,Greece,Location Quotient,"Food, beverage and tobacco",Ratio,1.455224218
2014,Greece,Location Quotient,Forestry,Ratio,0.695284875
2014,Greece,Location Quotient,Leather,Ratio,0.365727333
2014,Greece,Location Quotient,Liquid biofuels,Ratio,1.582961645
2014,Greece,Location Quotient,Paper,Ratio,0.703659069
2014,Greece,Location Quotient,Rubber and bio-based plastics,Ratio,0.072843809
2014,Greece,Location Quotient,Tobacco,Ratio,2.56205356
2014,Greece,Location Quotient,Wood products,Ratio,0.426911002
2014,Greece,Location Quotient,Wood products and furniture,Ratio,0.492125622
2014,Greece,Location Quotient,Wooden furniture,Ratio,0.639114764
2014,Greece,Number of persons employed,Agriculture,Number of people employed,501930
2014,Greece,Number of persons employed,Beverage,Number of people employed,9774
2014,Greece,Number of persons employed,Bio-based chemicals (excluding biofuels),Number of people employed,853.6039049
2014,Greece,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Number of people employed,4684.712137
2014,Greece,Number of persons employed,Bio-based electricity,Number of people employed,94.05165132
2014,Greece,Number of persons employed,Bio-based pharmaceuticals,Number of people employed,3764.775616
2014,Greece,Number of persons employed,Bio-based textile,Number of people employed,3410.062136
2014,Greece,Number of persons employed,Bio-based textiles,Number of people employed,12693.16399
2014,Greece,Number of persons employed,Bio-based wearing apparel,Number of people employed,7678.353041
2014,Greece,Number of persons employed,Biodiesel,Number of people employed,494.4046974
2014,Greece,Number of persons employed,Bioeconomy,Number of people employed,681866.7248
2014,Greece,Number of persons employed,Bioethanol,Number of people employed,159.3912976
2014,Greece,Number of persons employed,Fishing and Aquaculture,Number of people employed,21520
2014,Greece,Number of persons employed,Food,Number of people employed,102129
2014,Greece,Number of persons employed,"Food, beverage and tobacco",Number of people employed,113706
2014,Greece,Number of persons employed,Forestry,Number of people employed,6830
2014,Greece,Number of persons employed,Leather,Number of people employed,1604.748816
2014,Greece,Number of persons employed,Liquid biofuels,Number of people employed,653.795995
2014,Greece,Number of persons employed,Paper,Number of people employed,7699.141942
2014,Greece,Number of persons employed,Rubber and bio-based plastics,Number of people employed,66.33261627
2014,Greece,Number of persons employed,Tobacco,Number of people employed,1803
2014,Greece,Number of persons employed,Total sectors,Number of people employed,3536200
2014,Greece,Number of persons employed,Wood products,Number of people employed,7244.221316
2014,Greece,Number of persons employed,Wood products and furniture,Number of people employed,12055.85904
2014,Greece,Number of persons employed,Wooden furniture,Number of people employed,4811.637721
2014,Greece,Turnover,Agriculture,Million euros,11348.4
2014,Greece,Turnover,Beverage,Million euros,1842.2
2014,Greece,Turnover,Bio-based chemicals (excluding biofuels),Million euros,117.5866626
2014,Greece,Turnover,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,956.3377392
2014,Greece,Turnover,Bio-based electricity,Million euros,32.44958228
2014,Greece,Turnover,Bio-based pharmaceuticals,Million euros,829.1280196
2014,Greece,Turnover,Bio-based textile,Million euros,275.9970382
2014,Greece,Turnover,Bio-based textiles,Million euros,882.548295
2014,Greece,Turnover,Bio-based wearing apparel,Million euros,511.8465559
2014,Greece,Turnover,Biodiesel,Million euros,156.0346283
2014,Greece,Turnover,Bioeconomy,Million euros,31756.09399
2014,Greece,Turnover,Bioethanol,Million euros,28.05522102
2014,Greece,Turnover,Fishing and Aquaculture,Million euros,955.9
2014,Greece,Turnover,Food,Million euros,13079.5
2014,Greece,Turnover,"Food, beverage and tobacco",Million euros,15440.5
2014,Greece,Turnover,Forestry,Million euros,85.4
2014,Greece,Turnover,Leather,Million euros,94.70470095
2014,Greece,Turnover,Liquid biofuels,Million euros,184.0898493
2014,Greece,Turnover,Paper,Million euros,1281.562247
2014,Greece,Turnover,Rubber and bio-based plastics,Million euros,9.62305698
2014,Greece,Turnover,Tobacco,Million euros,518.8
2014,Greece,Turnover,Wood products,Million euros,394.5029193
2014,Greece,Turnover,Wood products and furniture,Million euros,588.9062771
2014,Greece,Turnover,Wooden furniture,Million euros,194.4033578
2014,Greece,Value added at factor cost,Agriculture,Million euros,5657.7
2014,Greece,Value added at factor cost,Beverage,Million euros,442.7
2014,Greece,Value added at factor cost,Bio-based chemicals (excluding biofuels),Million euros,48.29681446
2014,Greece,Value added at factor cost,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,292.1339639
2014,Greece,Value added at factor cost,Bio-based electricity,Million euros,10.43267866
2014,Greece,Value added at factor cost,Bio-based pharmaceuticals,Million euros,241.2307893
2014,Greece,Value added at factor cost,Bio-based textile,Million euros,71.10784058
2014,Greece,Value added at factor cost,Bio-based textiles,Million euros,198.5928874
2014,Greece,Value added at factor cost,Bio-based wearing apparel,Million euros,104.0540794
2014,Greece,Value added at factor cost,Biodiesel,Million euros,26.93304362
2014,Greece,Value added at factor cost,Bioeconomy,Million euros,10561.45782
2014,Greece,Value added at factor cost,Bioethanol,Million euros,6.99910126
2014,Greece,Value added at factor cost,Fishing and Aquaculture,Million euros,632.3
2014,Greece,Value added at factor cost,Food,Million euros,2645.6
2014,Greece,Value added at factor cost,"Food, beverage and tobacco",Million euros,3302.3
2014,Greece,Value added at factor cost,Forestry,Million euros,62.4
2014,Greece,Value added at factor cost,Leather,Million euros,23.43096744
2014,Greece,Value added at factor cost,Liquid biofuels,Million euros,33.93214488
2014,Greece,Value added at factor cost,Paper,Million euros,287.671202
2014,Greece,Value added at factor cost,Rubber and bio-based plastics,Million euros,2.606360203
2014,Greece,Value added at factor cost,Tobacco,Million euros,214
2014,Greece,Value added at factor cost,Wood products,Million euros,41.60965558
2014,Greece,Value added at factor cost,Wood products and furniture,Million euros,83.99494758
2014,Greece,Value added at factor cost,Wooden furniture,Million euros,42.385292
2014,Hungary,Apparent labour productivity,Agriculture,1000 EUR per person,25.91836735
2014,Hungary,Apparent labour productivity,Beverage,1000 EUR per person,24.12616574
2014,Hungary,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,66.16155486
2014,Hungary,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,58.87459905
2014,Hungary,Apparent labour productivity,Bio-based electricity,1000 EUR per person,105.5796473
2014,Hungary,Apparent labour productivity,Bio-based pharmaceuticals,1000 EUR per person,68.23121124
2014,Hungary,Apparent labour productivity,Bio-based textile,1000 EUR per person,13.18002768
2014,Hungary,Apparent labour productivity,Bio-based textiles,1000 EUR per person,10.04484206
2014,Hungary,Apparent labour productivity,Bio-based wearing apparel,1000 EUR per person,7.817633557
2014,Hungary,Apparent labour productivity,Bioeconomy,1000 EUR per person,22.57343867
2014,Hungary,Apparent labour productivity,Bioethanol,1000 EUR per person,58.59683794
2014,Hungary,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,12.37704918
2014,Hungary,Apparent labour productivity,Food,1000 EUR per person,17.80550231
2014,Hungary,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,18.86353006
2014,Hungary,Apparent labour productivity,Forestry,1000 EUR per person,10.34830893
2014,Hungary,Apparent labour productivity,Leather,1000 EUR per person,12.09776684
2014,Hungary,Apparent labour productivity,Liquid biofuels,1000 EUR per person,58.59683794
2014,Hungary,Apparent labour productivity,Paper,1000 EUR per person,32.08384067
2014,Hungary,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,28.17317153
2014,Hungary,Apparent labour productivity,Tobacco,1000 EUR per person,38.60711582
2014,Hungary,Apparent labour productivity,Wood products,1000 EUR per person,11.27780652
2014,Hungary,Apparent labour productivity,Wood products and furniture,1000 EUR per person,11.05994391
2014,Hungary,Apparent labour productivity,Wooden furniture,1000 EUR per person,10.61526433
2014,Hungary,Location Quotient,Agriculture,Ratio,0.694348024
2014,Hungary,Location Quotient,Beverage,Ratio,1.599224317
2014,Hungary,Location Quotient,Bio-based chemicals (excluding biofuels),Ratio,0.501106081
2014,Hungary,Location Quotient,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Ratio,1.545093093
2014,Hungary,Location Quotient,Bio-based electricity,Ratio,1.044052985
2014,Hungary,Location Quotient,Bio-based pharmaceuticals,Ratio,1.628939074
2014,Hungary,Location Quotient,Bio-based textile,Ratio,0.573160427
2014,Hungary,Location Quotient,Bio-based textiles,Ratio,0.82724721
2014,Hungary,Location Quotient,Bio-based wearing apparel,Ratio,0.967297214
2014,Hungary,Location Quotient,Bioeconomy,Ratio,0.87342947
2014,Hungary,Location Quotient,Bioethanol,Ratio,0.872294413
2014,Hungary,Location Quotient,Fishing and Aquaculture,Ratio,0.332207412
2014,Hungary,Location Quotient,Food,Ratio,1.106737657
2014,Hungary,Location Quotient,"Food, beverage and tobacco",Ratio,1.156172643
2014,Hungary,Location Quotient,Forestry,Ratio,1.73898079
2014,Hungary,Location Quotient,Leather,Ratio,0.838848925
2014,Hungary,Location Quotient,Liquid biofuels,Ratio,0.320338477
2014,Hungary,Location Quotient,Paper,Ratio,0.902135982
2014,Hungary,Location Quotient,Rubber and bio-based plastics,Ratio,2.739677301
2014,Hungary,Location Quotient,Tobacco,Ratio,1.618689413
2014,Hungary,Location Quotient,Wood products,Ratio,0.883937564
2014,Hungary,Location Quotient,Wood products and furniture,Ratio,0.912263113
2014,Hungary,Location Quotient,Wooden furniture,Ratio,0.976106898
2014,Hungary,Number of persons employed,Agriculture,Number of people employed,152880
2014,Hungary,Number of persons employed,Beverage,Number of people employed,13189
2014,Hungary,Number of persons employed,Bio-based chemicals (excluding biofuels),Number of people employed,824.1865617
2014,Hungary,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Number of people employed,12568.46886
2014,Hungary,Number of persons employed,Bio-based electricity,Number of people employed,501.2396453
2014,Hungary,Number of persons employed,Bio-based pharmaceuticals,Number of people employed,8851.167541
2014,Hungary,Number of persons employed,Bio-based textile,Number of people employed,2624.963499
2014,Hungary,Number of persons employed,Bio-based textiles,Number of people employed,14522.84868
2014,Hungary,Number of persons employed,Bio-based wearing apparel,Number of people employed,7629.484635
2014,Hungary,Number of persons employed,Bioeconomy,Number of people employed,343782.1444
2014,Hungary,Number of persons employed,Bioethanol,Number of people employed,153.4308669
2014,Hungary,Number of persons employed,Fishing and Aquaculture,Number of people employed,1220
2014,Hungary,Number of persons employed,Food,Number of people employed,90253
2014,Hungary,Number of persons employed,"Food, beverage and tobacco",Number of people employed,104763
2014,Hungary,Number of persons employed,Forestry,Number of people employed,19810
2014,Hungary,Number of persons employed,Leather,Number of people employed,4268.400547
2014,Hungary,Number of persons employed,Liquid biofuels,Number of people employed,153.4308669
2014,Hungary,Number of persons employed,Paper,Number of people employed,11446.79251
2014,Hungary,Number of persons employed,Rubber and bio-based plastics,Number of people employed,2893.114761
2014,Hungary,Number of persons employed,Tobacco,Number of people employed,1321
2014,Hungary,Number of persons employed,Total sectors,Number of people employed,4100800
2014,Hungary,Number of persons employed,Wood products,Number of people employed,17394.33066
2014,Hungary,Number of persons employed,Wood products and furniture,Number of people employed,25916.36385
2014,Hungary,Number of persons employed,Wooden furniture,Number of people employed,8522.033196
2014,Hungary,Turnover,Agriculture,Million euros,9123.3
2014,Hungary,Turnover,Beverage,Million euros,1821.6
2014,Hungary,Turnover,Bio-based chemicals (excluding biofuels),Million euros,352.275009
2014,Hungary,Turnover,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,2209.280033
2014,Hungary,Turnover,Bio-based electricity,Million euros,125.5127837
2014,Hungary,Turnover,Bio-based pharmaceuticals,Million euros,1530.687488
2014,Hungary,Turnover,Bio-based textile,Million euros,127.1261467
2014,Hungary,Turnover,Bio-based textiles,Million euros,482.550643
2014,Hungary,Turnover,Bio-based wearing apparel,Million euros,133.7108473
2014,Hungary,Turnover,Bioeconomy,Million euros,26829.66003
2014,Hungary,Turnover,Bioethanol,Million euros,51.16889089
2014,Hungary,Turnover,Fishing and Aquaculture,Million euros,38.6
2014,Hungary,Turnover,Food,Million euros,9332.2
2014,Hungary,Turnover,"Food, beverage and tobacco",Million euros,11643.4
2014,Hungary,Turnover,Forestry,Million euros,457.3
2014,Hungary,Turnover,Leather,Million euros,221.713649
2014,Hungary,Turnover,Liquid biofuels,Million euros,51.16889089
2014,Hungary,Turnover,Paper,Million euros,1477.092194
2014,Hungary,Turnover,Rubber and bio-based plastics,Million euros,326.3175356
2014,Hungary,Turnover,Tobacco,Million euros,489.6
2014,Hungary,Turnover,Wood products,Million euros,884.664239
2014,Hungary,Turnover,Wood products and furniture,Million euros,1221.455483
2014,Hungary,Turnover,Wooden furniture,Million euros,336.7912439
2014,Hungary,Value added at factor cost,Agriculture,Million euros,3962.4
2014,Hungary,Value added at factor cost,Beverage,Million euros,318.2
2014,Hungary,Value added at factor cost,Bio-based chemicals (excluding biofuels),Million euros,54.52946442
2014,Hungary,Value added at factor cost,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,739.9635651
2014,Hungary,Value added at factor cost,Bio-based electricity,Million euros,52.92070497
2014,Hungary,Value added at factor cost,Bio-based pharmaceuticals,Million euros,603.9258822
2014,Hungary,Value added at factor cost,Bio-based textile,Million euros,34.59709157
2014,Hungary,Value added at factor cost,Bio-based textiles,Million euros,145.8797213
2014,Hungary,Value added at factor cost,Bio-based wearing apparel,Million euros,59.6445151
2014,Hungary,Value added at factor cost,Bioeconomy,Million euros,7760.345153
2014,Hungary,Value added at factor cost,Bioethanol,Million euros,8.990563644
2014,Hungary,Value added at factor cost,Fishing and Aquaculture,Million euros,15.1
2014,Hungary,Value added at factor cost,Food,Million euros,1607
2014,Hungary,Value added at factor cost,"Food, beverage and tobacco",Million euros,1976.2
2014,Hungary,Value added at factor cost,Forestry,Million euros,205
2014,Hungary,Value added at factor cost,Leather,Million euros,51.63811459
2014,Hungary,Value added at factor cost,Liquid biofuels,Million euros,8.990563644
2014,Hungary,Value added at factor cost,Paper,Million euros,367.2570671
2014,Hungary,Value added at factor cost,Rubber and bio-based plastics,Million euros,81.50821841
2014,Hungary,Value added at factor cost,Tobacco,Million euros,51
2014,Hungary,Value added at factor cost,Wood products,Million euros,196.1698957
2014,Hungary,Value added at factor cost,Wood products and furniture,Million euros,286.6335307
2014,Hungary,Value added at factor cost,Wooden furniture,Million euros,90.46363499
2014,Ireland,Apparent labour productivity,Agriculture,1000 EUR per person,22.34662728
2014,Ireland,Apparent labour productivity,Beverage,1000 EUR per person,283.5813367
2014,Ireland,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,401.0005198
2014,Ireland,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,773.2881451
2014,Ireland,Apparent labour productivity,Bio-based pharmaceuticals,1000 EUR per person,784.3837144
2014,Ireland,Apparent labour productivity,Bio-based textile,1000 EUR per person,54.94327391
2014,Ireland,Apparent labour productivity,Bio-based textiles,1000 EUR per person,53.03129188
2014,Ireland,Apparent labour productivity,Bio-based wearing apparel,1000 EUR per person,49.24712135
2014,Ireland,Apparent labour productivity,Bioeconomy,1000 EUR per person,96.61985145
2014,Ireland,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,40.14124294
2014,Ireland,Apparent labour productivity,Food,1000 EUR per person,184.0527549
2014,Ireland,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,192.7519619
2014,Ireland,Apparent labour productivity,Forestry,1000 EUR per person,5.584415584
2014,Ireland,Apparent labour productivity,Leather,1000 EUR per person,62.01117318
2014,Ireland,Apparent labour productivity,Paper,1000 EUR per person,53.36650083
2014,Ireland,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,67.49542962
2014,Ireland,Apparent labour productivity,Wood products,1000 EUR per person,61.7621736
2014,Ireland,Apparent labour productivity,Wood products and furniture,1000 EUR per person,60.93183156
2014,Ireland,Apparent labour productivity,Wooden furniture,1000 EUR per person,58.55897201
2014,Ireland,Location Quotient,Agriculture,Ratio,0.951007485
2014,Ireland,Location Quotient,Beverage,Ratio,0.991329855
2014,Ireland,Location Quotient,Bio-based chemicals (excluding biofuels),Ratio,0.087159038
2014,Ireland,Location Quotient,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Ratio,1.518791125
2014,Ireland,Location Quotient,Bio-based pharmaceuticals,Ratio,2.226219641
2014,Ireland,Location Quotient,Bio-based textile,Ratio,0.258265953
2014,Ireland,Location Quotient,Bio-based textiles,Ratio,0.153715145
2014,Ireland,Location Quotient,Bio-based wearing apparel,Ratio,0.157663388
2014,Ireland,Location Quotient,Biodiesel,Ratio,0
2014,Ireland,Location Quotient,Bioeconomy,Ratio,0.888496054
2014,Ireland,Location Quotient,Bioethanol,Ratio,0
2014,Ireland,Location Quotient,Fishing and Aquaculture,Ratio,1.987605668
2014,Ireland,Location Quotient,Food,Ratio,1.046767834
2014,Ireland,Location Quotient,"Food, beverage and tobacco",Ratio,1.032294425
2014,Ireland,Location Quotient,Forestry,Ratio,0.557491825
2014,Ireland,Location Quotient,Leather,Ratio,0.053494314
2014,Ireland,Location Quotient,Liquid biofuels,Ratio,0
2014,Ireland,Location Quotient,Paper,Ratio,0.484711088
2014,Ireland,Location Quotient,Rubber and bio-based plastics,Ratio,0.108476812
2014,Ireland,Location Quotient,Wood products,Ratio,0.449100473
2014,Ireland,Location Quotient,Wood products and furniture,Ratio,0.419940662
2014,Ireland,Location Quotient,Wooden furniture,Ratio,0.354216508
2014,Ireland,Number of persons employed,Agriculture,Number of people employed,101550
2014,Ireland,Number of persons employed,Beverage,Number of people employed,3965
2014,Ireland,Number of persons employed,Bio-based chemicals (excluding biofuels),Number of people employed,69.52336895
2014,Ireland,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Number of people employed,5991.675653
2014,Ireland,Number of persons employed,Bio-based pharmaceuticals,Number of people employed,5866.596959
2014,Ireland,Number of persons employed,Bio-based textile,Number of people employed,573.6364654
2014,Ireland,Number of persons employed,Bio-based textiles,Number of people employed,1308.746954
2014,Ireland,Number of persons employed,Bio-based wearing apparel,Number of people employed,603.0990499
2014,Ireland,Number of persons employed,Biodiesel,Number of people employed,0
2014,Ireland,Number of persons employed,Bioeconomy,Number of people employed,169602.9887
2014,Ireland,Number of persons employed,Bioethanol,Number of people employed,0
2014,Ireland,Number of persons employed,Fishing and Aquaculture,Number of people employed,3540
2014,Ireland,Number of persons employed,Food,Number of people employed,41399
2014,Ireland,Number of persons employed,"Food, beverage and tobacco",Number of people employed,45364
2014,Ireland,Number of persons employed,Forestry,Number of people employed,3080
2014,Ireland,Number of persons employed,Leather,Number of people employed,132.0114385
2014,Ireland,Number of persons employed,Liquid biofuels,Number of people employed,0
2014,Ireland,Number of persons employed,Paper,Number of people employed,2982.752942
2014,Ireland,Number of persons employed,Rubber and bio-based plastics,Number of people employed,55.55532428
2014,Ireland,Number of persons employed,Total sectors,Number of people employed,1988800
2014,Ireland,Number of persons employed,Wood products,Number of people employed,4286
2014,Ireland,Number of persons employed,Wood products and furniture,Number of people employed,5785.813157
2014,Ireland,Number of persons employed,Wooden furniture,Number of people employed,1499.813157
2014,Ireland,Turnover,Agriculture,Million euros,7506.8
2014,Ireland,Turnover,Beverage,Million euros,3565.1
2014,Ireland,Turnover,Bio-based chemicals (excluding biofuels),Million euros,77.14419978
2014,Ireland,Turnover,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,15330.02051
2014,Ireland,Turnover,Bio-based pharmaceuticals,Million euros,15242.53645
2014,Ireland,Turnover,Bio-based textile,Million euros,82.62100576
2014,Ireland,Turnover,Bio-based textiles,Million euros,170.8297462
2014,Ireland,Turnover,Bio-based wearing apparel,Million euros,64.90392787
2014,Ireland,Turnover,Biodiesel,Million euros,0
2014,Ireland,Turnover,Bioeconomy,Million euros,51748.9172
2014,Ireland,Turnover,Bioethanol,Million euros,0
2014,Ireland,Turnover,Fishing and Aquaculture,Million euros,384.8
2014,Ireland,Turnover,Food,Million euros,23063.4
2014,Ireland,Turnover,"Food, beverage and tobacco",Million euros,26628.5
2014,Ireland,Turnover,Forestry,Million euros,161.6
2014,Ireland,Turnover,Leather,Million euros,23.30481261
2014,Ireland,Turnover,Liquid biofuels,Million euros,0
2014,Ireland,Turnover,Paper,Million euros,484.4623932
2014,Ireland,Turnover,Rubber and bio-based plastics,Million euros,10.3398581
2014,Ireland,Turnover,Wood products,Million euros,866.5
2014,Ireland,Turnover,Wood products and furniture,Million euros,1081.904556
2014,Ireland,Turnover,Wooden furniture,Million euros,215.404556
2014,Ireland,Value added at factor cost,Agriculture,Million euros,2269.3
2014,Ireland,Value added at factor cost,Beverage,Million euros,1124.4
2014,Ireland,Value added at factor cost,Bio-based chemicals (excluding biofuels),Million euros,27.87890708
2014,Ireland,Value added at factor cost,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,4633.291752
2014,Ireland,Value added at factor cost,Bio-based pharmaceuticals,Million euros,4601.663114
2014,Ireland,Value added at factor cost,Bio-based textile,Million euros,31.51746544
2014,Ireland,Value added at factor cost,Bio-based textiles,Million euros,69.40454171
2014,Ireland,Value added at factor cost,Bio-based wearing apparel,Million euros,29.70089209
2014,Ireland,Value added at factor cost,Biodiesel,Million euros,0
2014,Ireland,Value added at factor cost,Bioeconomy,Million euros,16387.01557
2014,Ireland,Value added at factor cost,Bioethanol,Million euros,0
2014,Ireland,Value added at factor cost,Fishing and Aquaculture,Million euros,142.1
2014,Ireland,Value added at factor cost,Food,Million euros,7619.6
2014,Ireland,Value added at factor cost,"Food, beverage and tobacco",Million euros,8744
2014,Ireland,Value added at factor cost,Forestry,Million euros,17.2
2014,Ireland,Value added at factor cost,Leather,Million euros,8.186184176
2014,Ireland,Value added at factor cost,Liquid biofuels,Million euros,0
2014,Ireland,Value added at factor cost,Paper,Million euros,159.1790873
2014,Ireland,Value added at factor cost,Rubber and bio-based plastics,Million euros,3.74973048
2014,Ireland,Value added at factor cost,Wood products,Million euros,264.7126761
2014,Ireland,Value added at factor cost,Wood products and furniture,Million euros,352.5401927
2014,Ireland,Value added at factor cost,Wooden furniture,Million euros,87.82751667
2014,Italy,Apparent labour productivity,Agriculture,1000 EUR per person,35.69974859
2014,Italy,Apparent labour productivity,Beverage,1000 EUR per person,90.97942908
2014,Italy,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,88.50801158
2014,Italy,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,119.4078394
2014,Italy,Apparent labour productivity,Bio-based electricity,1000 EUR per person,375.1451631
2014,Italy,Apparent labour productivity,Bio-based pharmaceuticals,1000 EUR per person,134.089435
2014,Italy,Apparent labour productivity,Bio-based textile,1000 EUR per person,47.70658418
2014,Italy,Apparent labour productivity,Bio-based textiles,1000 EUR per person,43.87274499
2014,Italy,Apparent labour productivity,Bio-based wearing apparel,1000 EUR per person,35.78884265
2014,Italy,Apparent labour productivity,Biodiesel,1000 EUR per person,106.4365894
2014,Italy,Apparent labour productivity,Bioeconomy,1000 EUR per person,44.70708696
2014,Italy,Apparent labour productivity,Bioethanol,1000 EUR per person,36.07395324
2014,Italy,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,33.27106227
2014,Italy,Apparent labour productivity,Food,1000 EUR per person,50.75116236
2014,Italy,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,54.36077804
2014,Italy,Apparent labour productivity,Forestry,1000 EUR per person,47.6
2014,Italy,Apparent labour productivity,Leather,1000 EUR per person,50.04891466
2014,Italy,Apparent labour productivity,Liquid biofuels,1000 EUR per person,97.41129405
2014,Italy,Apparent labour productivity,Paper,1000 EUR per person,70.2274739
