FREQ,TIME_FORMAT,TIME_PERIOD,SECTPERF,UNIT,GEO,OBS_STATUS,OBS_VALUE,SHARE,FREQ_DESC,TIME_FORMAT_DESC,TIME_PERIOD_DESC,OBS_STATUS_DESC,SECTPERF_DESC,UNIT_DESC,GEO_DESC
A,P1Y,2003,TOTAL,MIO_EUR,HR,,291.856,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,Croatia
A,P1Y,2003,HES,MIO_EUR,HR,,113.624,0.389,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,Croatia
A,P1Y,2003,GOV,MIO_EUR,HR,,64.079,0.22,Annual,Annual,Year 2003,No data,Government sector,Million euro,Croatia
A,P1Y,2003,BES,MIO_EUR,HR,,114.153,0.391,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,Croatia
A,P1Y,2003,TOTAL,MIO_EUR,IE,,1636.8,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,Ireland
A,P1Y,2003,HES,MIO_EUR,IE,,404.4,0.247,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,Ireland
A,P1Y,2003,GOV,MIO_EUR,IE,,127.4,0.078,Annual,Annual,Year 2003,No data,Government sector,Million euro,Ireland
A,P1Y,2003,BES,MIO_EUR,IE,,1105,0.675,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,Ireland
A,P1Y,2003,TOTAL,MIO_EUR,CZ,,1012.579,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,Czechia
A,P1Y,2003,PNP,MIO_EUR,CZ,,4.15,0.004,Annual,Annual,Year 2003,No data,Private non-profit sector,Million euro,Czechia
A,P1Y,2003,HES,MIO_EUR,CZ,,154.545,0.153,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,Czechia
A,P1Y,2003,GOV,MIO_EUR,CZ,,236.29,0.233,Annual,Annual,Year 2003,No data,Government sector,Million euro,Czechia
A,P1Y,2003,BES,MIO_EUR,CZ,,617.595,0.61,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,Czechia
A,P1Y,2003,BES,MIO_EUR,DE,,38029,0.695,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,Germany
A,P1Y,2003,TOTAL,MIO_EUR,DK,,4854.805,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,Denmark
A,P1Y,2003,PNP,MIO_EUR,DK,,32.965,0.007,Annual,Annual,Year 2003,No data,Private non-profit sector,Million euro,Denmark
A,P1Y,2003,HES,MIO_EUR,DK,,1126.858,0.232,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,Denmark
A,P1Y,2003,GOV,MIO_EUR,DK,,340.143,0.07,Annual,Annual,Year 2003,No data,Government sector,Million euro,Denmark
A,P1Y,2003,BES,MIO_EUR,DK,,3354.84,0.691,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,Denmark
A,P1Y,2005,HES,MIO_NAC,MT,,7.854,0.288,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,Malta
A,P1Y,2011,HES,MIO_NAC,MT,,14.237,0.309,Annual,Annual,Year 2011,No data,Higher education sector,Million units of national currency,Malta
A,P1Y,2005,GOV,MIO_NAC,MT,,1.288,0.047,Annual,Annual,Year 2005,No data,Government sector,Million units of national currency,Malta
A,P1Y,2005,BES,MIO_NAC,MT,,18.11,0.665,Annual,Annual,Year 2005,No data,Business enterprise sector,Million units of national currency,Malta
A,P1Y,2005,TOTAL,MIO_NAC,NL,,9772,1,Annual,Annual,Year 2005,No data,All sectors,Million units of national currency,Netherlands
A,P1Y,2005,HES,MIO_NAC,NL,,3387,0.347,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,Netherlands
A,P1Y,2011,HES,MIO_NAC,NL,,3994.174,0.326,Annual,Annual,Year 2011,No data,Higher education sector,Million units of national currency,Netherlands
A,P1Y,2005,BES,MIO_NAC,NL,,5169,0.529,Annual,Annual,Year 2005,No data,Business enterprise sector,Million units of national currency,Netherlands
A,P1Y,2005,TOTAL,MIO_NAC,PL,,5574.5,1,Annual,Annual,Year 2005,No data,All sectors,Million units of national currency,Poland
A,P1Y,2011,TOTAL,MIO_NAC,PL,,11686.7,1,Annual,Annual,Year 2011,No data,All sectors,Million units of national currency,Poland
A,P1Y,2005,PNP,MIO_NAC,PL,,17.3,0.003,Annual,Annual,Year 2005,No data,Private non-profit sector,Million units of national currency,Poland
A,P1Y,2011,PNP,MIO_NAC,PL,,27,0.002,Annual,Annual,Year 2011,No data,Private non-profit sector,Million units of national currency,Poland
A,P1Y,2005,HES,MIO_NAC,PL,,1760.3,0.316,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,Poland
A,P1Y,2011,HES,MIO_NAC,PL,,4102.3,0.351,Annual,Annual,Year 2011,No data,Higher education sector,Million units of national currency,Poland
A,P1Y,2005,GOV,MIO_NAC,PL,,2026.8,0.364,Annual,Annual,Year 2005,No data,Government sector,Million units of national currency,Poland
A,P1Y,2011,GOV,MIO_NAC,PL,,4035.8,0.345,Annual,Annual,Year 2011,No data,Government sector,Million units of national currency,Poland
A,P1Y,2011,BES,MIO_NAC,PL,,3521.6,0.301,Annual,Annual,Year 2011,No data,Business enterprise sector,Million units of national currency,Poland
A,P1Y,2005,BES,MIO_NAC,PL,,1770.1,0.318,Annual,Annual,Year 2005,No data,Business enterprise sector,Million units of national currency,Poland
A,P1Y,2005,TOTAL,MIO_NAC,PT,,1201.112,1,Annual,Annual,Year 2005,No data,All sectors,Million units of national currency,Portugal
A,P1Y,2011,TOTAL,MIO_NAC,PT,,2566.45,1,Annual,Annual,Year 2011,No data,All sectors,Million units of national currency,Portugal
A,P1Y,2005,PNP,MIO_NAC,PT,,138.357,0.115,Annual,Annual,Year 2005,No data,Private non-profit sector,Million units of national currency,Portugal
A,P1Y,2011,PNP,MIO_NAC,PT,,226.962,0.088,Annual,Annual,Year 2011,No data,Private non-profit sector,Million units of national currency,Portugal
A,P1Y,2005,HES,MIO_NAC,PT,,425.187,0.354,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,Portugal
A,P1Y,2011,HES,MIO_NAC,PT,,933.812,0.364,Annual,Annual,Year 2011,No data,Higher education sector,Million units of national currency,Portugal
A,P1Y,2005,GOV,MIO_NAC,PT,,175.552,0.146,Annual,Annual,Year 2005,No data,Government sector,Million units of national currency,Portugal
A,P1Y,2011,GOV,MIO_NAC,PT,,189.33,0.074,Annual,Annual,Year 2011,No data,Government sector,Million units of national currency,Portugal
A,P1Y,2005,BES,MIO_NAC,PT,,462.015,0.385,Annual,Annual,Year 2005,No data,Business enterprise sector,Million units of national currency,Portugal
A,P1Y,2011,BES,MIO_NAC,PT,,1216.346,0.474,Annual,Annual,Year 2011,No data,Business enterprise sector,Million units of national currency,Portugal
A,P1Y,2005,TOTAL,MIO_NAC,RO,,1183.66,1,Annual,Annual,Year 2005,No data,All sectors,Million units of national currency,Romania
A,P1Y,2005,PNP,MIO_NAC,RO,,28.88,0.024,Annual,Annual,Year 2005,No data,Private non-profit sector,Million units of national currency,Romania
A,P1Y,2005,HES,MIO_NAC,RO,,161.79,0.137,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,Romania
A,P1Y,2005,GOV,MIO_NAC,RO,,404.46,0.342,Annual,Annual,Year 2005,No data,Government sector,Million units of national currency,Romania
A,P1Y,2005,BES,MIO_NAC,RO,,588.54,0.497,Annual,Annual,Year 2005,No data,Business enterprise sector,Million units of national currency,Romania
A,P1Y,2003,PNP,PPS_HAB_KP05,CZ,,0.8,0.004,Annual,Annual,Year 2003,No data,Private non-profit sector,Purchasing Power Standard (PPS) per inhabitant at constant 2005 prices,Czechia
A,P1Y,2003,PNP,PPS_HAB_KP05,DK,,4.7,0.007,Annual,Annual,Year 2003,No data,Private non-profit sector,Purchasing Power Standard (PPS) per inhabitant at constant 2005 prices,Denmark
A,P1Y,2003,PNP,PPS_HAB_KP05,EE,,2.8,0.031,Annual,Annual,Year 2003,No data,Private non-profit sector,Purchasing Power Standard (PPS) per inhabitant at constant 2005 prices,Estonia
A,P1Y,2005,HES,MIO_NAC,SE,,21659,0.22,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,Sweden
A,P1Y,2011,HES,MIO_NAC,SE,,31247,0.263,Annual,Annual,Year 2011,No data,Higher education sector,Million units of national currency,Sweden
A,P1Y,2005,TOTAL,MIO_NAC,SI,,412.765,1,Annual,Annual,Year 2005,No data,All sectors,Million units of national currency,Slovenia
A,P1Y,2005,PNP,MIO_NAC,SI,,0.922,0.002,Annual,Annual,Year 2005,No data,Private non-profit sector,Million units of national currency,Slovenia
A,P1Y,2005,HES,MIO_NAC,SI,,69.129,0.167,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,Slovenia
A,P1Y,2005,GOV,MIO_NAC,SI,,99.875,0.242,Annual,Annual,Year 2005,No data,Government sector,Million units of national currency,Slovenia
A,P1Y,2005,BES,MIO_NAC,SI,,242.839,0.588,Annual,Annual,Year 2005,No data,Business enterprise sector,Million units of national currency,Slovenia
A,P1Y,2005,TOTAL,MIO_NAC,SK,,249.054,1,Annual,Annual,Year 2005,No data,All sectors,Million units of national currency,Slovakia
A,P1Y,2011,TOTAL,MIO_NAC,SK,,468.439,1,Annual,Annual,Year 2011,No data,All sectors,Million units of national currency,Slovakia
A,P1Y,2005,PNP,MIO_NAC,SK,,0.199,0.001,Annual,Annual,Year 2005,No data,Private non-profit sector,Million units of national currency,Slovakia
A,P1Y,2011,PNP,MIO_NAC,SK,,1.007,0.002,Annual,Annual,Year 2011,No data,Private non-profit sector,Million units of national currency,Slovakia
A,P1Y,2005,HES,MIO_NAC,SK,,50.853,0.204,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,Slovakia
A,P1Y,2011,HES,MIO_NAC,SK,,163.712,0.349,Annual,Annual,Year 2011,No data,Higher education sector,Million units of national currency,Slovakia
A,P1Y,2005,BES,MIO_NAC,SK,,124.145,0.498,Annual,Annual,Year 2005,No data,Business enterprise sector,Million units of national currency,Slovakia
A,P1Y,2011,BES,MIO_NAC,SK,,174.145,0.372,Annual,Annual,Year 2011,No data,Business enterprise sector,Million units of national currency,Slovakia
A,P1Y,2005,TOTAL,MIO_NAC,UK,,21681.2,1,Annual,Annual,Year 2005,No data,All sectors,Million units of national currency,United Kingdom
A,P1Y,2005,PNP,MIO_NAC,UK,,502.4,0.023,Annual,Annual,Year 2005,No data,Private non-profit sector,Million units of national currency,United Kingdom
A,P1Y,2011,PNP,MIO_NAC,UK,,496.1,0.018,Annual,Annual,Year 2011,No data,Private non-profit sector,Million units of national currency,United Kingdom
A,P1Y,2005,HES,MIO_NAC,UK,,5580.1,0.257,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,United Kingdom
A,P1Y,2011,HES,MIO_NAC,UK,,7126.6,0.26,Annual,Annual,Year 2011,No data,Higher education sector,Million units of national currency,United Kingdom
A,P1Y,2005,GOV,MIO_NAC,UK,,2289.1,0.106,Annual,Annual,Year 2005,No data,Government sector,Million units of national currency,United Kingdom
A,P1Y,2011,GOV,MIO_NAC,UK,,2348.8,0.086,Annual,Annual,Year 2011,No data,Government sector,Million units of national currency,United Kingdom
A,P1Y,2005,BES,MIO_NAC,UK,,13309.6,0.614,Annual,Annual,Year 2005,No data,Business enterprise sector,Million units of national currency,United Kingdom
A,P1Y,2011,TOTAL,MIO_NAC,AT,,8276.335,1,Annual,Annual,Year 2011,No data,All sectors,Million units of national currency,Austria
A,P1Y,2011,PNP,MIO_NAC,AT,,40.719,0.005,Annual,Annual,Year 2011,No data,Private non-profit sector,Million units of national currency,Austria
A,P1Y,2011,HES,MIO_NAC,AT,,2117.553,0.256,Annual,Annual,Year 2011,No data,Higher education sector,Million units of national currency,Austria
A,P1Y,2011,GOV,MIO_NAC,AT,,425.222,0.051,Annual,Annual,Year 2011,No data,Government sector,Million units of national currency,Austria
A,P1Y,2011,BES,MIO_NAC,AT,,5692.841,0.688,Annual,Annual,Year 2011,No data,Business enterprise sector,Million units of national currency,Austria
A,P1Y,2005,TOTAL,MIO_NAC,BE,,5551.553,1,Annual,Annual,Year 2005,No data,All sectors,Million units of national currency,Belgium
A,P1Y,2005,PNP,MIO_NAC,BE,,72.839,0.013,Annual,Annual,Year 2005,No data,Private non-profit sector,Million units of national currency,Belgium
A,P1Y,2005,HES,MIO_NAC,BE,,1238.842,0.223,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,Belgium
A,P1Y,2005,GOV,MIO_NAC,BE,,464.249,0.084,Annual,Annual,Year 2005,No data,Government sector,Million units of national currency,Belgium
A,P1Y,2003,TOTAL,MIO_EUR,PL,,1036.049,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,Poland
A,P1Y,2003,PNP,MIO_EUR,PL,,2.023,0.002,Annual,Annual,Year 2003,No data,Private non-profit sector,Million euro,Poland
A,P1Y,2003,HES,MIO_EUR,PL,,328.644,0.317,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,Poland
A,P1Y,2003,GOV,MIO_EUR,PL,,421.334,0.407,Annual,Annual,Year 2003,No data,Government sector,Million euro,Poland
A,P1Y,2003,BES,MIO_EUR,PL,,284.049,0.274,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,Poland
A,P1Y,2003,TOTAL,MIO_EUR,PT,,1019.581,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,Portugal
A,P1Y,2003,PNP,MIO_EUR,PT,,117.7,0.115,Annual,Annual,Year 2003,No data,Private non-profit sector,Million euro,Portugal
A,P1Y,2003,HES,MIO_EUR,PT,,391.797,0.384,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,Portugal
A,P1Y,2003,GOV,MIO_EUR,PT,,172.045,0.169,Annual,Annual,Year 2003,No data,Government sector,Million euro,Portugal
A,P1Y,2003,BES,MIO_EUR,PT,,338.038,0.332,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,Portugal
A,P1Y,2003,TOTAL,MIO_EUR,RO,,202.941,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,Romania
A,P1Y,2003,PNP,MIO_EUR,RO,,0.588,0.003,Annual,Annual,Year 2003,No data,Private non-profit sector,Million euro,Romania
A,P1Y,2003,HES,MIO_EUR,RO,,19.126,0.094,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,Romania
A,P1Y,2003,GOV,MIO_EUR,RO,,65.156,0.321,Annual,Annual,Year 2003,No data,Government sector,Million euro,Romania
A,P1Y,2003,BES,MIO_EUR,RO,,118.072,0.582,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,Romania
A,P1Y,2003,PNP,MIO_EUR,SE,,41.209,0.004,Annual,Annual,Year 2003,No data,Private non-profit sector,Million euro,Sweden
A,P1Y,2003,HES,MIO_EUR,SE,,2308.367,0.218,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,Sweden
A,P1Y,2003,TOTAL,MIO_EUR,SI,,327.559,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,Slovenia
A,P1Y,2003,PNP,MIO_EUR,SI,,0.847,0.003,Annual,Annual,Year 2003,No data,Private non-profit sector,Million euro,Slovenia
A,P1Y,2003,HES,MIO_EUR,SI,,44.887,0.137,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,Slovenia
A,P1Y,2003,GOV,MIO_EUR,SI,,72.442,0.221,Annual,Annual,Year 2003,No data,Government sector,Million euro,Slovenia
A,P1Y,2003,BES,MIO_EUR,SI,,209.383,0.639,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,Slovenia
A,P1Y,2003,TOTAL,MIO_EUR,SK,,169.103,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,Slovakia
A,P1Y,2003,PNP,MIO_EUR,SK,,0.048,0,Annual,Annual,Year 2003,No data,Private non-profit sector,Million euro,Slovakia
A,P1Y,2003,HES,MIO_EUR,SK,,22.247,0.132,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,Slovakia
A,P1Y,2003,BES,MIO_EUR,SK,,93.349,0.552,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,Slovakia
A,P1Y,2003,TOTAL,MIO_EUR,UK,,28754.48,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,United Kingdom
A,P1Y,2003,PNP,MIO_EUR,UK,,533.382,0.019,Annual,Annual,Year 2003,No data,Private non-profit sector,Million euro,United Kingdom
A,P1Y,2003,HES,MIO_EUR,UK,,6914.017,0.24,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,United Kingdom
A,P1Y,2003,GOV,MIO_EUR,UK,,2988.006,0.104,Annual,Annual,Year 2003,No data,Government sector,Million euro,United Kingdom
A,P1Y,2003,BES,MIO_EUR,UK,,18319.075,0.637,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,United Kingdom
A,P1Y,2003,TOTAL,MIO_EUR,BE,,5177.444,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,Belgium
A,P1Y,2003,PNP,MIO_EUR,BE,,65.092,0.013,Annual,Annual,Year 2003,No data,Private non-profit sector,Million euro,Belgium
A,P1Y,2003,HES,MIO_EUR,BE,,1150.011,0.222,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,Belgium
A,P1Y,2003,GOV,MIO_EUR,BE,,354.449,0.068,Annual,Annual,Year 2003,No data,Government sector,Million euro,Belgium
A,P1Y,2003,BES,MIO_EUR,BE,,3607.892,0.697,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,Belgium
A,P1Y,2003,TOTAL,MIO_EUR,BG,,88.769,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,Bulgaria
A,P1Y,2003,PNP,MIO_EUR,BG,,0.226,0.003,Annual,Annual,Year 2003,No data,Private non-profit sector,Million euro,Bulgaria
A,P1Y,2005,BES,MIO_NAC,BE,,3775.624,0.68,Annual,Annual,Year 2005,No data,Business enterprise sector,Million units of national currency,Belgium
A,P1Y,2005,TOTAL,MIO_NAC,BG,,208.142,1,Annual,Annual,Year 2005,No data,All sectors,Million units of national currency,Bulgaria
A,P1Y,2011,TOTAL,MIO_NAC,BG,,429.566,1,Annual,Annual,Year 2011,No data,All sectors,Million units of national currency,Bulgaria
A,P1Y,2005,PNP,MIO_NAC,BG,,2.472,0.012,Annual,Annual,Year 2005,No data,Private non-profit sector,Million units of national currency,Bulgaria
A,P1Y,2011,PNP,MIO_NAC,BG,,2.937,0.007,Annual,Annual,Year 2011,No data,Private non-profit sector,Million units of national currency,Bulgaria
A,P1Y,2005,HES,MIO_NAC,BG,,21.825,0.105,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,Bulgaria
A,P1Y,2011,HES,MIO_NAC,BG,,43.996,0.102,Annual,Annual,Year 2011,No data,Higher education sector,Million units of national currency,Bulgaria
A,P1Y,2005,GOV,MIO_NAC,BG,,139.041,0.668,Annual,Annual,Year 2005,No data,Government sector,Million units of national currency,Bulgaria
A,P1Y,2011,GOV,MIO_NAC,BG,,153.942,0.358,Annual,Annual,Year 2011,No data,Government sector,Million units of national currency,Bulgaria
A,P1Y,2005,BES,MIO_NAC,BG,,44.804,0.215,Annual,Annual,Year 2005,No data,Business enterprise sector,Million units of national currency,Bulgaria
A,P1Y,2011,BES,MIO_NAC,BG,,228.691,0.532,Annual,Annual,Year 2011,No data,Business enterprise sector,Million units of national currency,Bulgaria
A,P1Y,2005,TOTAL,MIO_NAC,CY,,54.438,1,Annual,Annual,Year 2005,No data,All sectors,Million units of national currency,Cyprus
A,P1Y,2005,PNP,MIO_NAC,CY,,3.94,0.072,Annual,Annual,Year 2005,No data,Private non-profit sector,Million units of national currency,Cyprus
A,P1Y,2011,PNP,MIO_NAC,CY,,13.876,0.154,Annual,Annual,Year 2011,No data,Private non-profit sector,Million units of national currency,Cyprus
A,P1Y,2005,HES,MIO_NAC,CY,,21.199,0.389,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,Cyprus
A,P1Y,2011,HES,MIO_NAC,CY,,47.511,0.529,Annual,Annual,Year 2011,No data,Higher education sector,Million units of national currency,Cyprus
A,P1Y,2005,GOV,MIO_NAC,CY,,17.312,0.318,Annual,Annual,Year 2005,No data,Government sector,Million units of national currency,Cyprus
A,P1Y,2011,GOV,MIO_NAC,CY,,14.731,0.164,Annual,Annual,Year 2011,No data,Government sector,Million units of national currency,Cyprus
A,P1Y,2005,BES,MIO_NAC,CY,,11.988,0.22,Annual,Annual,Year 2005,No data,Business enterprise sector,Million units of national currency,Cyprus
A,P1Y,2005,TOTAL,MIO_NAC,FI,,5473.7,1,Annual,Annual,Year 2005,No data,All sectors,Million units of national currency,Finland
A,P1Y,2011,TOTAL,MIO_NAC,FI,,7163.692,1,Annual,Annual,Year 2011,No data,All sectors,Million units of national currency,Finland
A,P1Y,2005,PNP,MIO_NAC,FI,,31.7,0.006,Annual,Annual,Year 2005,No data,Private non-profit sector,Million units of national currency,Finland
A,P1Y,2011,PNP,MIO_NAC,FI,,50.711,0.007,Annual,Annual,Year 2011,No data,Private non-profit sector,Million units of national currency,Finland
A,P1Y,2005,HES,MIO_NAC,FI,,1042.1,0.19,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,Finland
A,P1Y,2011,HES,MIO_NAC,FI,,1431.841,0.2,Annual,Annual,Year 2011,No data,Higher education sector,Million units of national currency,Finland
A,P1Y,2005,GOV,MIO_NAC,FI,,523,0.096,Annual,Annual,Year 2005,No data,Government sector,Million units of national currency,Finland
A,P1Y,2011,GOV,MIO_NAC,FI,,633.712,0.088,Annual,Annual,Year 2011,No data,Government sector,Million units of national currency,Finland
A,P1Y,2005,BES,MIO_NAC,FI,,3876.9,0.708,Annual,Annual,Year 2005,No data,Business enterprise sector,Million units of national currency,Finland
A,P1Y,2011,BES,MIO_NAC,FI,,5047.428,0.705,Annual,Annual,Year 2011,No data,Business enterprise sector,Million units of national currency,Finland
A,P1Y,2005,TOTAL,MIO_NAC,FR,,36227.644,1,Annual,Annual,Year 2005,No data,All sectors,Million units of national currency,France
A,P1Y,2011,TOTAL,MIO_NAC,FR,,45111.514,1,Annual,Annual,Year 2011,No data,All sectors,Million units of national currency,France
A,P1Y,2005,PNP,MIO_NAC,FR,,466.452,0.013,Annual,Annual,Year 2005,No data,Private non-profit sector,Million units of national currency,France
A,P1Y,2011,PNP,MIO_NAC,FR,,562.58,0.012,Annual,Annual,Year 2011,No data,Private non-profit sector,Million units of national currency,France
A,P1Y,2005,HES,MIO_NAC,FR,,6820.731,0.188,Annual,Annual,Year 2005,No data,Higher education sector,Million units of national currency,France
A,P1Y,2011,HES,MIO_NAC,FR,,9449.381,0.209,Annual,Annual,Year 2011,No data,Higher education sector,Million units of national currency,France
A,P1Y,2005,GOV,MIO_NAC,FR,,6437.332,0.178,Annual,Annual,Year 2005,No data,Government sector,Million units of national currency,France
A,P1Y,2011,GOV,MIO_NAC,FR,,6248.99,0.139,Annual,Annual,Year 2011,No data,Government sector,Million units of national currency,France
A,P1Y,2005,BES,MIO_NAC,FR,,22503.129,0.621,Annual,Annual,Year 2005,No data,Business enterprise sector,Million units of national currency,France
A,P1Y,2011,BES,MIO_NAC,FR,,28850.6,0.64,Annual,Annual,Year 2011,No data,Business enterprise sector,Million units of national currency,France
A,P1Y,2005,TOTAL,MIO_NAC,HR,,2311.7,1,Annual,Annual,Year 2005,No data,All sectors,Million units of national currency,Croatia
A,P1Y,2011,TOTAL,MIO_NAC,HR,,2502.276,1,Annual,Annual,Year 2011,No data,All sectors,Million units of national currency,Croatia
A,P1Y,2005,PNP,MIO_NAC,HR,,3,0.001,Annual,Annual,Year 2005,No data,Private non-profit sector,Million units of national currency,Croatia
A,P1Y,2011,PNP,MIO_NAC,HR,,3.768,0.002,Annual,Annual,Year 2011,No data,Private non-profit sector,Million units of national currency,Croatia
A,P1Y,2011,GOV,PC_GDP,DE,d,0.41,0.146,Annual,Annual,Year 2011,"definition differs, see metadata",Government sector,Percentage of GDP,Germany
A,P1Y,2005,GOV,PC_GDP,DE,d,0.34,0.139,Annual,Annual,Year 2005,"definition differs, see metadata",Government sector,Percentage of GDP,Germany
A,P1Y,2011,PNP,PC_GDP,DE,d,,,Annual,Annual,Year 2011,"definition differs, see metadata",Private non-profit sector,Percentage of GDP,Germany
A,P1Y,2005,PNP,PC_GDP,DE,d,,,Annual,Annual,Year 2005,"definition differs, see metadata",Private non-profit sector,Percentage of GDP,Germany
A,P1Y,2005,BES,PC_GDP,HU,d,0.4,0.435,Annual,Annual,Year 2005,"definition differs, see metadata",Business enterprise sector,Percentage of GDP,Hungary
A,P1Y,2011,GOV,PC_GDP,HU,d,0.19,0.16,Annual,Annual,Year 2011,"definition differs, see metadata",Government sector,Percentage of GDP,Hungary
A,P1Y,2005,GOV,PC_GDP,HU,d,0.26,0.283,Annual,Annual,Year 2005,"definition differs, see metadata",Government sector,Percentage of GDP,Hungary
A,P1Y,2011,HES,PC_GDP,HU,d,0.24,0.202,Annual,Annual,Year 2011,"definition differs, see metadata",Higher education sector,Percentage of GDP,Hungary
A,P1Y,2005,HES,PC_GDP,HU,d,0.23,0.25,Annual,Annual,Year 2005,"definition differs, see metadata",Higher education sector,Percentage of GDP,Hungary
A,P1Y,2011,GOV,PC_GDP,SK,d,0.18,0.273,Annual,Annual,Year 2011,"definition differs, see metadata",Government sector,Percentage of GDP,Slovakia
A,P1Y,2005,GOV,PC_GDP,SK,d,0.15,0.306,Annual,Annual,Year 2005,"definition differs, see metadata",Government sector,Percentage of GDP,Slovakia
A,P1Y,2005,GOV,PC_GDP,NL,d,0.22,0.124,Annual,Annual,Year 2005,"definition differs, see metadata",Government sector,Percentage of GDP,Netherlands
A,P1Y,2011,PNP,PC_GDP,NL,d,,,Annual,Annual,Year 2011,"definition differs, see metadata",Private non-profit sector,Percentage of GDP,Netherlands
A,P1Y,2005,PNP,PC_GDP,NL,d,,,Annual,Annual,Year 2005,"definition differs, see metadata",Private non-profit sector,Percentage of GDP,Netherlands
A,P1Y,2011,PNP,PPS_HAB_KP05,DE,d,,,Annual,Annual,Year 2011,"definition differs, see metadata",Private non-profit sector,Purchasing Power Standard (PPS) per inhabitant at constant 2005 prices,Germany
A,P1Y,2005,PNP,PPS_HAB_KP05,DE,d,,,Annual,Annual,Year 2005,"definition differs, see metadata",Private non-profit sector,Purchasing Power Standard (PPS) per inhabitant at constant 2005 prices,Germany
A,P1Y,2003,TOTAL,MIO_EUR,EE,,66.864,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,Estonia
A,P1Y,2003,PNP,MIO_EUR,EE,,2.071,0.031,Annual,Annual,Year 2003,No data,Private non-profit sector,Million euro,Estonia
A,P1Y,2003,HES,MIO_EUR,EE,,31.598,0.473,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,Estonia
A,P1Y,2003,GOV,MIO_EUR,EE,,10.539,0.158,Annual,Annual,Year 2003,No data,Government sector,Million euro,Estonia
A,P1Y,2003,BES,MIO_EUR,EE,,22.657,0.339,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,Estonia
A,P1Y,2003,TOTAL,MIO_EUR,EL,,977.78,1,Annual,Annual,Year 2003,No data,All sectors,Million euro,Greece
A,P1Y,2003,PNP,MIO_EUR,EL,,9.13,0.009,Annual,Annual,Year 2003,No data,Private non-profit sector,Million euro,Greece
A,P1Y,2003,HES,MIO_EUR,EL,,456.77,0.467,Annual,Annual,Year 2003,No data,Higher education sector,Million euro,Greece
A,P1Y,2003,GOV,MIO_EUR,EL,,198.39,0.203,Annual,Annual,Year 2003,No data,Government sector,Million euro,Greece
A,P1Y,2003,BES,MIO_EUR,EL,,313.49,0.321,Annual,Annual,Year 2003,No data,Business enterprise sector,Million euro,Greece
